transaction_id,amount,currency,timestamp,sender_id,sender_name,sender_country,sender_account_age_days,receiver_id,receiver_name,receiver_country,transaction_type,kyc_status,is_sanctioned_entity,is_pep,txn_count_last_24h,txn_count_last_7d,txn_count_last_30d,avg_txn_amount_30d,same_beneficiary_count_7d,days_since_last_txn,is_round_amount
TXN_459D157CA6D1,1565713.32,JPY,2025-03-30T09:06:27,ACC_6AC7DF0C,Olga Müller,DE,234,ACC_FD356FFB,Maria Anderson,IT,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_0B6DF0C546EE,35693.25,AED,2025-01-23T03:18:51,ACC_2B21A55E,Sarah Gupta,US,997,ACC_9C0E90E8,Maria Kapoor,GB,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_EDA59CEC1F12,538887.99,INR,2025-05-24T00:26:06,ACC_449095FD,Ravi Müller,DE,20,ACC_1792A73C,David Liu,US,internal_transfer,verified,True,False,0,0,0,0,0,-1,False
TXN_5BBC6FF07C4D,4523.96,USD,2025-05-07T12:04:10,ACC_737D2D25,Wei Gupta,FR,1396,ACC_571EA411,Yuki García,JP,internal_transfer,pending,True,False,0,0,0,0,0,-1,False
TXN_603C82BD7A38,744420.53,INR,2025-03-26T22:21:27,ACC_42E3FBD1,Sven Silva,IN,133,ACC_9B71E5C0,Hans Ivanova,GB,card_payment,expired,False,False,0,0,0,0,0,-1,False
TXN_FDF7E0A285DF,15172.19,AED,2025-04-11T19:07:59,ACC_2EABC301,Igor Johnson,SG,476,ACC_5150A11E,Yoko Silva,AU,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_FCD2CD887B06,10097.94,USD,2025-02-06T04:19:15,ACC_F583AE3E,Sophie Laurent,IN,2205,ACC_7759F7BB,Pierre Silva,FR,internal_transfer,verified,False,False,0,0,1,2500000.0,0,23,False
TXN_9E748F4B05C0,3936856.08,INR,2025-06-30T01:38:40,ACC_F0AC0DB0,Deepika Hassan,IT,3016,ACC_D7B8E5A3,Igor Petrov,BR,cash_deposit,verified,True,False,0,0,0,0,0,-1,False
TXN_EE13EAFC99A0,11205.33,USD,2025-05-24T02:44:36,ACC_913A7E0D,Sarah Petrov,DE,3194,ACC_B5D09235,Sophie Al-Rashid,JP,wire_transfer,verified,False,True,0,0,0,0,0,-1,False
TXN_B6485673AAAB,4685.24,USD,2025-04-27T14:33:30,ACC_D3414103,Hans Tanaka,US,194,ACC_567986D8,Mei Popov,KR,card_payment,pending,False,False,1,1,1,18801.35,0,-22,False
TXN_C2525AD5B11D,2625.05,USD,2025-02-10T18:35:27,ACC_B816B8C8,Amit Park,ES,358,ACC_6AC7DF0C,Elena Yamamoto,AE,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_27A3D496A4FF,10559.36,USD,2025-01-18T02:06:51,ACC_43B79E23,Kenji Abdullah,DE,3113,ACC_AC2E589C,Kenji Park,IN,internal_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_9530AD7A58AE,2596.19,USD,2025-06-23T06:51:19,ACC_FCF37C3A,Elena Abdullah,US,153,ACC_F1B0425E,Carlos Park,IN,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_D4FF6F878372,832272.8,INR,2025-06-15T13:35:10,ACC_6D8CF8CC,Yoko Yamamoto,IN,585,ACC_A40BF859,Lisa Liu,GB,ach,expired,False,False,0,0,1,6030.22,0,8,False
TXN_FF2C4089D03E,8524.61,GBP,2025-04-24T23:10:05,ACC_2EABC301,Lisa Liu,ES,1286,ACC_5A9C2C52,Yuki Park,IN,cash_deposit,verified,False,False,0,0,1,15172.19,0,13,False
TXN_FE940F080781,5509.26,USD,2025-01-12T07:28:34,ACC_90C0E108,Amit Dubois,US,1585,ACC_D53C57B8,Yuki Kapoor,NL,wire_transfer,verified,False,False,1,1,1,1000.0,0,-92,False
TXN_F6B89B1EEA1B,15510.17,AUD,2025-06-07T04:27:10,ACC_FCF37C3A,João Johnson,IT,61,ACC_A40F7ABC,Sarah Park,ES,card_payment,verified,False,False,1,1,1,2596.19,0,-17,False
TXN_D3826D1A0B3D,815319.53,INR,2025-01-25T12:48:50,ACC_07610CB9,Olga García,TZ,98,ACC_D78361B5,David Fischer,CH,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_12D08BD26B28,760536.5,INR,2025-01-24T20:32:47,ACC_F1E2C698,Hans Zhang,YE,16,ACC_F113BBD4,João Santos,DE,cash_deposit,pending,False,False,0,0,0,0,0,-1,False
TXN_6982930FE15D,18878.99,CAD,2025-02-24T23:17:20,ACC_C477868A,Hans Popov,AU,279,ACC_33EE4432,Yoko Gupta,IN,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_B4E31AE44BA8,6853.21,USD,2025-04-20T14:44:58,ACC_78F4B4AB,Priya Yamamoto,GB,748,ACC_82FF8062,Hans Johnson,CH,ach,verified,False,False,0,0,0,0,0,108,False
TXN_C6A61E8111FF,1103.48,GBP,2025-01-25T08:13:30,ACC_FD356FFB,João García,SG,399,ACC_BC6C00C2,Olga Al-Rashid,AU,cash_deposit,pending,False,False,1,1,1,2760.49,0,-95,False
TXN_601FF3DCCBE5,1556.99,USD,2025-04-05T17:08:24,ACC_D55764EB,Maria Johansson,CH,646,ACC_0E13B896,Wei Fischer,AE,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_F60E2CBC38DD,5314.18,GBP,2025-02-25T10:57:06,ACC_A40F7ABC,Lisa Abdullah,US,1654,ACC_6663DDA7,Aisha Johansson,KR,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_B6C0821FBFF8,11448.06,EUR,2025-06-18T17:13:33,ACC_42B52BC6,Anna Ivanova,IN,3576,ACC_E50C6229,Hans Abdullah,DE,wire_transfer,expired,False,False,0,0,1,8910.04,0,28,False
TXN_5DFFDF729B26,10000.0,USD,2025-03-23T12:24:55,ACC_D6C36803,Priya Laurent,DE,25,ACC_76E36B6B,Priya Popov,BR,ach,verified,False,True,0,0,0,0,0,-1,True
TXN_23BFC5711A5F,920648.45,INR,2025-04-20T06:25:05,ACC_A792D40E,Ahmed Yamamoto,AU,689,ACC_43B79E23,David Fischer,IN,internal_transfer,verified,True,False,1,1,1,1074194.48,0,-72,False
TXN_A134BFD5B0C2,652045.77,JPY,2025-04-23T07:54:15,ACC_46185EEF,Yuki Smith,US,15,ACC_2B21A55E,João García,FR,ach,verified,False,False,0,0,0,0,0,100,False
TXN_A0BD2955DBD6,6280.83,GBP,2025-03-08T13:23:08,ACC_133E73FE,Hans Al-Rashid,KR,1738,ACC_623461A1,Olga Gupta,US,internal_transfer,verified,False,False,1,1,1,19444.89,0,-36,False
TXN_7A9C4ADCAB52,41835.6,EUR,2025-02-12T19:10:16,ACC_8544CFB6,Priya Ivanova,HK,3400,ACC_303F3197,Maria Yamamoto,BR,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_44C86C3CFAB7,704.06,SGD,2025-06-17T21:14:20,ACC_2B21A55E,Anna Popov,KP,70,ACC_76E36B6B,Chen Patel,GB,ach,verified,False,False,0,0,0,0,0,145,False
TXN_14E2B9DF73A9,131858.48,AED,2025-03-14T17:20:05,ACC_9E1A5C50,Deepika Kapoor,US,3395,ACC_337D04F4,Wei Johansson,IN,cash_deposit,verified,False,False,1,1,1,9228.98,0,-58,False
TXN_382BF6F26224,139.27,SGD,2025-04-15T08:14:34,ACC_7FB038ED,Wei Liu,NL,3474,ACC_A792D40E,Anna Petrov,CH,wire_transfer,pending,True,False,0,0,0,0,0,-1,False
TXN_3B55149925D5,3993918.54,INR,2025-03-13T10:02:58,ACC_6AC7DF0C,David Park,FR,15,ACC_07F18A01,Priya Petrov,HK,wire_transfer,verified,False,False,1,1,1,1565713.32,0,-17,False
TXN_F80C099C8C24,10212.46,GBP,2025-04-12T06:53:47,ACC_25103055,Amit Hassan,JP,3560,ACC_7BBC0742,Elena Tanaka,IN,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_177BCB29E37D,4169.07,EUR,2025-03-09T11:05:10,ACC_A666721A,Chen Patel,NL,141,ACC_C2561AE8,Mei Johnson,ZA,cash_deposit,pending,False,False,0,0,1,5505.02,0,13,False
TXN_34DA0E4894B3,1250000.0,INR,2025-04-27T01:47:35,ACC_2B21A55E,Yoko Yamamoto,JP,5,ACC_547ECA51,Maria Zhang,ES,ach,pending,False,False,1,1,1,704.06,0,-52,True
TXN_39A7E94105B8,3501.49,EUR,2025-01-20T08:04:12,ACC_A16C0EC9,Elena Sato,ES,28,ACC_3345DFD8,Sven Yamamoto,US,internal_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_66777BAD5762,425054.93,INR,2025-02-17T16:17:28,ACC_008CDCDE,Kenji García,SG,182,ACC_E140C1EB,Elena Wang,SG,card_payment,verified,False,False,0,0,1,8417.99,0,19,False
TXN_B8A524246918,13420.24,EUR,2025-05-20T08:24:50,ACC_FE7579AB,Anna Smith,JP,320,ACC_7C56AA5E,Ravi Popov,IT,internal_transfer,verified,False,True,1,1,1,14422.42,0,-12,False
TXN_FEAE72254014,6970359.63,JPY,2025-05-16T19:49:37,ACC_6AC7DF0C,David Dubois,US,3606,ACC_5ED8A4A1,Igor Yamamoto,BR,ach,verified,False,False,0,0,0,0,0,47,False
TXN_55EC0889A0FE,211732.39,INR,2025-06-01T18:51:47,ACC_F113BBD4,Lisa Johnson,IR,2691,ACC_7C56AA5E,Fatima Ivanova,US,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_BA1DB1106AB8,40041.57,USD,2025-01-07T00:30:00,ACC_103C1161,Deepika Tanaka,IN,23,ACC_C8D412DB,Pierre Liu,IN,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_53B92E727315,18368.37,CAD,2025-04-13T02:06:21,ACC_C2561AE8,Igor Santos,IN,2361,ACC_25103055,Anna Zhang,IN,internal_transfer,verified,False,False,1,1,1,34990.85,0,-61,False
TXN_499A94674E9D,9297.84,EUR,2025-02-02T13:46:00,ACC_627B8B2C,Hans Park,DE,1111,ACC_43029B35,Yuki Laurent,TZ,ach,incomplete,False,False,0,0,0,0,0,-1,False
TXN_BCED9F91D98E,416498.74,INR,2025-03-23T13:40:56,ACC_39672800,Igor Tanaka,BR,259,ACC_FE7579AB,Sven Smith,KR,card_payment,verified,False,False,1,1,1,1244604.23,0,-2,False
TXN_881744AA79BD,2503.41,USD,2025-04-16T23:56:24,ACC_D3414103,Sarah Smith,DE,3032,ACC_96A31DDB,Ahmed Sharma,NL,wire_transfer,verified,False,False,2,2,2,11743.29,0,-33,False
TXN_84E41E1D428F,105309.47,AED,2025-04-07T13:46:04,ACC_96A31DDB,Fatima Patel,DE,29,ACC_1792A73C,Yuki Hassan,NG,cash_deposit,incomplete,False,False,1,1,1,5684.39,0,-40,False
TXN_F2F6BB336F77,10833.35,USD,2025-05-19T16:42:18,ACC_8D669857,Olga Wang,US,18,ACC_DBA7F645,Yuki Smith,DE,internal_transfer,verified,False,False,1,1,2,696475.99,0,-6,False
TXN_D406C5009759,7108.82,USD,2025-01-30T17:50:25,ACC_5E983604,Priya Sharma,HK,309,ACC_406C2D00,Amit Gupta,GB,cash_deposit,incomplete,False,False,0,0,0,0,0,-1,False
TXN_0F0B86CC5DBE,181781.24,INR,2025-06-29T05:06:05,ACC_CD96941D,Lisa Zhang,ES,1297,ACC_7FB038ED,Pierre Laurent,FR,cash_deposit,pending,False,False,0,0,0,0,0,-1,False
TXN_C3619AB33B4E,95206.58,INR,2025-01-10T00:36:57,ACC_43458FDE,Carlos Patel,BR,1074,ACC_D76BAB16,Elena Al-Rashid,SG,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_DF5691AF754B,8471.28,CHF,2025-06-02T16:20:58,ACC_F931B2A2,David Liu,US,1497,ACC_3721E8C2,Igor Petrov,CA,internal_transfer,incomplete,False,True,0,0,0,0,0,-1,False
TXN_07C7D576034E,8744.33,USD,2025-01-26T11:36:49,ACC_D57BABA0,Fatima Sharma,CH,241,ACC_DAF0EA9A,Kenji García,CH,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_AE9A14E1D6EF,5349.24,EUR,2025-03-27T06:15:03,ACC_A1E2E43B,Pierre Müller,KP,203,ACC_2F54E8FB,Carlos Johnson,HK,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_B385C3F62BA8,3644.48,CHF,2025-04-18T03:41:05,ACC_2ECD5EC7,Mohammed Johnson,IN,3476,ACC_EC74E87A,João Liu,NL,ach,verified,False,False,0,0,0,0,0,36,False
TXN_5ADD834A2211,682622.42,INR,2025-02-14T14:56:53,ACC_5150A11E,Hans Laurent,IN,215,ACC_46185EEF,Yuki Zhang,JP,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_0D8B48827D7B,2671.98,USD,2025-05-03T02:35:22,ACC_7FB038ED,Pierre Müller,NL,27,ACC_41ADF4CD,Hans Müller,GB,ach,verified,False,False,0,0,1,139.27,0,17,False
TXN_76AD8DD97C7B,250.43,GBP,2025-06-24T08:30:58,ACC_78F4B4AB,Elena Verma,IN,2857,ACC_42E3FBD1,Kenji Dubois,ES,card_payment,verified,False,False,0,0,0,0,0,64,False
TXN_9B4DC494F39E,812796.79,INR,2025-06-09T20:37:06,ACC_EF6F03B1,Olga Al-Rashid,TZ,2665,ACC_04A3D579,Ahmed Sharma,PK,wire_transfer,verified,False,False,0,0,1,25525.86,0,18,False
TXN_79EA79C7AF5C,9602.66,EUR,2025-06-16T17:12:09,ACC_43458FDE,Sarah Sharma,IN,2021,ACC_C8D55A14,Sophie Petrov,US,cash_deposit,verified,False,False,0,0,0,0,0,157,False
TXN_8D33C64357C1,1193707.1,INR,2025-02-18T18:46:45,ACC_913A7E0D,Fatima Johnson,AU,214,ACC_905549C2,Yuki Ivanova,IT,internal_transfer,verified,False,False,1,1,1,11205.33,0,-95,False
TXN_26F70E6061E8,11446.14,USD,2025-02-17T05:57:21,ACC_82FF8062,Amit Dubois,IN,2088,ACC_39672800,Yuki Ivanova,IN,card_payment,verified,False,False,1,1,1,3826272.25,0,-100,False
TXN_BC2FA0CA2EFE,9313.61,USD,2025-05-01T14:32:07,ACC_5AE4B4B1,Carlos Hassan,AU,928,ACC_6CCC49EC,Pierre Silva,FR,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_6944FEA3C599,14799.74,USD,2025-03-23T04:03:00,ACC_B5D09235,Hans Petrov,IN,2371,ACC_571EA411,Kenji Petrov,IT,cash_deposit,pending,True,False,0,0,0,0,0,-1,False
TXN_FAB81AE5CE7D,25000.0,AED,2025-04-06T08:57:20,ACC_6663DDA7,Chen Park,IN,1292,ACC_12B9E3A8,Sarah Khan,BR,cash_deposit,verified,False,False,2,2,2,7589.06,0,-41,True
TXN_25D2E68B104F,48711.58,USD,2025-04-28T07:33:38,ACC_07F18A01,James Müller,FR,206,ACC_CAAC1626,Anna Johansson,ZA,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_994035818AB7,50000.0,CHF,2025-02-13T11:23:45,ACC_42E3FBD1,Priya Silva,DE,25,ACC_618D48ED,Yuki Petrov,AE,wire_transfer,expired,False,False,1,1,1,744420.53,0,-42,True
TXN_9BB9F9922481,842390.92,INR,2025-02-23T06:43:40,ACC_79D62D39,Chen Johansson,FR,2916,ACC_F46AF5D9,Aisha Tanaka,US,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_7ED86A0C5A09,730997.67,INR,2025-03-10T00:12:22,ACC_A4F0E706,Sophie Tanaka,GB,3184,ACC_CC04641C,Yoko Park,US,wire_transfer,verified,False,True,1,1,1,53976.91,0,-55,False
TXN_59298D3D7CFE,6145.35,GBP,2025-01-26T16:41:14,ACC_337D04F4,Sven Tanaka,GB,527,ACC_555A7E32,Yuki Dubois,US,cash_deposit,verified,False,False,2,2,2,3532.02,0,-106,False
TXN_5D2FC8724DAF,6481995.54,JPY,2025-06-20T04:10:21,ACC_7C56AA5E,Raj Sato,PK,1892,ACC_3345DFD8,Kenji Silva,GB,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_578A36C72C80,15542.78,CAD,2025-01-29T12:44:46,ACC_D78361B5,James Dubois,US,322,ACC_41ADF4CD,Mei Verma,IR,internal_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_0687F0FED7B9,20710.15,AUD,2025-01-29T21:28:02,ACC_C1948687,Chen Liu,BR,3509,ACC_716B30BD,João Silva,US,card_payment,pending,False,False,0,0,0,0,0,-1,False
TXN_0C4A36190A9F,6511.23,EUR,2025-06-20T05:41:24,ACC_008CDCDE,Mohammed Kapoor,HK,1008,ACC_FB7C4ED2,Olga Hassan,SG,ach,verified,False,False,0,0,0,0,0,122,False
TXN_E18FECD1FB79,3348.37,USD,2025-06-14T20:25:52,ACC_DBA7F645,Yuki Yamamoto,JP,76,ACC_153300F8,Elena Patel,ES,wire_transfer,verified,False,False,0,0,0,0,0,59,False
TXN_4571BFB19696,24545.15,EUR,2025-06-05T03:40:19,ACC_E50C6229,Aisha Ivanova,IN,588,ACC_2EABC301,João Zhang,BR,internal_transfer,pending,False,False,0,0,1,31683.55,0,26,False
TXN_DE16C4A5526B,790862.85,INR,2025-01-01T18:22:53,ACC_05A0B4F0,Yuki Sharma,CA,54,ACC_DAF0EA9A,Aisha Wang,DE,cash_deposit,pending,False,False,0,0,0,0,0,-1,False
TXN_ED703B7D5538,6861.12,USD,2025-02-19T06:21:06,ACC_6663DDA7,Carlos Ivanova,US,870,ACC_EE0523DE,James Liu,AE,internal_transfer,verified,False,False,3,3,3,13392.7,0,-87,False
TXN_690C651CFE86,7025.6,GBP,2025-05-11T13:44:37,ACC_CC282357,Sophie Silva,ES,2848,ACC_3BC7DF6F,Deepika Müller,US,internal_transfer,verified,False,False,1,1,1,230612.19,0,-41,False
TXN_82647B78B08F,543688.42,INR,2025-02-04T12:26:38,ACC_627B8B2C,Aisha Silva,AU,3281,ACC_0E13B896,Sarah Zhang,SE,ach,verified,False,False,0,1,1,9297.84,0,1,False
TXN_58B0207DE619,780278.62,INR,2025-02-16T00:34:44,ACC_A792D40E,Sarah Verma,KR,2753,ACC_493FABE4,Pierre Petrov,IT,internal_transfer,verified,True,False,2,2,2,997421.46,0,-135,False
TXN_1CAECAA02860,7500.0,AUD,2025-01-15T05:03:12,ACC_623461A1,Priya Santos,IT,965,ACC_6663DDA7,Yoko Gupta,NG,internal_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_CF0CE89DF046,12973.97,USD,2025-06-16T01:24:15,ACC_E50C6229,Priya Smith,GB,226,ACC_627B8B2C,Sven Sharma,BR,internal_transfer,pending,False,False,0,0,1,24545.15,0,10,False
TXN_F16F0C5A5B69,6651.53,USD,2025-02-28T04:45:45,ACC_A16C0EC9,Fatima Khan,MX,3545,ACC_B518E34B,Sven Liu,AU,wire_transfer,verified,False,False,0,0,0,0,0,38,False
TXN_090A264B0327,31977.81,USD,2025-03-09T12:10:37,ACC_CA6E998A,Yoko Zhang,GB,995,ACC_EF6F03B1,Sarah Ivanova,KR,internal_transfer,verified,False,False,1,1,2,3852.06,0,-62,False
TXN_3997EECD96EB,1486423.6,JPY,2025-05-15T15:11:33,ACC_3721E8C2,Sarah Wang,IN,78,ACC_E50C6229,Deepika Abdullah,AU,card_payment,verified,False,False,1,1,2,9184.48,0,-27,False
TXN_0DC7BCEDB7B6,13245.49,EUR,2025-01-03T11:42:22,ACC_EC74E87A,Kenji Sharma,HK,529,ACC_8CBE59DC,Lisa Johansson,SG,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_18B1E255ADB1,450262.17,INR,2025-05-11T22:31:02,ACC_555A7E32,Pierre Zhang,IN,3533,ACC_82FF8062,Elena Sato,AU,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_0EFD57A0936C,14643.6,USD,2025-04-23T04:52:04,ACC_133E73FE,David Sato,IN,11,ACC_A666721A,Anna Laurent,JP,wire_transfer,verified,False,False,0,0,1,19444.89,0,10,False
TXN_7E78590A4CB4,519913.53,INR,2025-01-05T20:43:07,ACC_0DE35D66,Sarah Popov,AE,552,ACC_EF6F03B1,Mei Johnson,SG,wire_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_706695991001,5155.27,EUR,2025-06-19T08:30:10,ACC_0DE35D66,James Anderson,IN,1574,ACC_913A7E0D,Pierre Anderson,DE,card_payment,verified,False,False,0,0,0,0,0,164,False
TXN_9E3E66ABEC84,39317.96,USD,2025-04-12T01:35:05,ACC_F46AF5D9,Anna Abdullah,MX,2056,ACC_B416314B,Yoko Sharma,HK,ach,incomplete,False,False,0,0,0,0,0,-1,False
TXN_C30C69E56F10,12785.24,USD,2025-05-21T22:41:35,ACC_597FEE3B,Yuki Johnson,BR,2361,ACC_555A7E32,Aisha Al-Rashid,IN,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_781C89F2ADD8,12024.43,SGD,2025-03-21T06:37:09,ACC_2EABC301,Raj Sato,DE,117,ACC_43029B35,Maria García,GB,cash_deposit,pending,False,False,2,2,2,11848.4,0,-35,False
TXN_F4024E77D52B,5349.84,GBP,2025-03-20T23:35:06,ACC_CC282357,Ravi Smith,SG,102,ACC_42E3FBD1,Pierre Liu,NL,wire_transfer,pending,False,False,2,2,2,118818.9,0,-92,False
TXN_4102040106A1,10386.51,EUR,2025-02-24T09:35:16,ACC_DAB2E1F9,Amit Liu,JP,1280,ACC_044C81C7,Chen Al-Rashid,IT,ach,verified,False,False,0,0,0,0,0,-1,False
TXN_053A1B95354D,1017654.22,INR,2025-06-08T05:10:48,ACC_04A3D579,Anna Al-Rashid,FR,3380,ACC_A40F7ABC,Raj Santos,IN,cash_deposit,incomplete,False,False,0,0,0,0,0,114,False
TXN_B70BAD4167EB,11873.99,USD,2025-04-10T23:58:29,ACC_4565FE22,David Khan,NG,2961,ACC_DF9041A7,Kenji Fischer,GB,internal_transfer,pending,False,False,0,0,0,0,0,47,False
TXN_7A484D407E6F,93866.05,INR,2025-03-06T20:58:14,ACC_43458FDE,Mohammed Liu,DE,16,ACC_F2FF66FB,Hans Sharma,CH,ach,incomplete,False,False,1,1,1,9602.66,0,-102,False
TXN_08814F7DE13F,10762.37,USD,2025-02-01T05:14:26,ACC_103C1161,Carlos Park,US,138,ACC_CFC4BF1D,David Khan,BR,wire_transfer,pending,False,True,0,0,1,40041.57,0,25,False
TXN_2AC5B66E2A15,2211.51,USD,2025-02-12T16:59:11,ACC_43458FDE,Fatima Müller,SG,176,ACC_F2FF66FB,Yoko Petrov,CA,cash_deposit,verified,False,False,2,2,2,51734.36,1,-125,False
TXN_BC3D8A6879FF,2463.62,EUR,2025-06-19T00:16:10,ACC_CFC4BF1D,Pierre Laurent,DE,66,ACC_A666721A,Chen Zhang,JP,internal_transfer,verified,False,True,0,0,0,0,0,129,False
TXN_5F100503F3D4,571305.09,INR,2025-06-08T03:02:56,ACC_0DE35D66,Chen Petrov,MX,2837,ACC_2B1776F8,Maria Dubois,US,cash_deposit,verified,False,False,1,1,1,5155.27,0,-12,False
TXN_7E9280F3998D,12036.48,USD,2025-04-08T19:37:51,ACC_AFA8C36E,Aisha Verma,NL,99,ACC_4079ECA2,Lisa Petrov,CA,card_payment,verified,True,False,1,1,2,24936.33,0,-37,False
TXN_C0B5F5F7BA14,3487291.36,INR,2025-01-03T02:33:07,ACC_E3A82495,Raj Dubois,DE,192,ACC_EF6F03B1,Lisa Petrov,IN,card_payment,verified,False,False,1,1,1,6248.45,0,-152,False
TXN_4DA84091C358,5371.66,EUR,2025-02-22T21:35:50,ACC_1D6C1D11,Pierre Dubois,IN,1622,ACC_8A2B5F5A,Mei Tanaka,CA,ach,pending,False,False,1,1,1,7823.55,0,-53,False
TXN_A32D6CD8DC2F,1949.92,GBP,2025-02-25T00:25:50,ACC_CAAC1626,Olga Laurent,SG,1959,ACC_9E1A5C50,Aisha Petrov,ZA,ach,verified,False,False,1,1,2,8251.31,0,-17,False
TXN_175D168E79AB,9139.34,USD,2025-04-09T20:39:41,ACC_E3A82495,Sarah Wang,KR,120,ACC_A40BF859,Priya Popov,SG,internal_transfer,verified,False,False,1,1,1,6248.45,0,-55,False
TXN_846E67EAF2CE,2296.32,EUR,2025-01-10T19:15:41,ACC_A5F4FEDB,Sophie Al-Rashid,US,211,ACC_41ADF4CD,Lisa Johnson,GB,wire_transfer,verified,False,False,1,1,1,6643.32,0,-67,False
TXN_D13B0B2ED89C,4176.23,GBP,2025-03-12T15:38:12,ACC_337D04F4,Igor Liu,CA,802,ACC_F2FF66FB,Raj Verma,GB,wire_transfer,verified,False,False,2,2,2,3532.02,0,-61,False
TXN_3AA0B48BA9CB,5982.95,EUR,2025-04-08T02:30:49,ACC_2B3E1BCA,Hans Popov,DE,2769,ACC_6DA4C699,Anna Zhang,IT,cash_deposit,verified,False,False,1,1,2,629666.61,0,-82,False
TXN_244EB48F661B,4243.62,GBP,2025-05-18T08:44:53,ACC_716B30BD,Ravi Park,GB,677,ACC_2B21A55E,Raj Khan,DE,ach,verified,False,False,1,1,1,3136.58,0,-35,False
TXN_69186DD0BD63,26971.01,AED,2025-02-21T15:47:15,ACC_716B30BD,Aisha Smith,IN,347,ACC_76995242,Deepika Dubois,NL,cash_deposit,verified,False,False,2,2,3,2526.36,0,-121,False
TXN_3E20D85D84AE,33351.57,EUR,2025-06-08T18:31:57,ACC_D76BAB16,Igor Petrov,JP,292,ACC_571EA411,Olga Anderson,NG,internal_transfer,pending,True,False,0,0,0,0,0,-1,False
TXN_563C48038215,11640.8,USD,2025-04-28T11:44:33,ACC_D78DF847,Lisa Sharma,ZA,225,ACC_0C91D848,Anna Sharma,US,ach,verified,False,False,0,0,0,0,0,107,False
TXN_A5116454E616,598774.63,INR,2025-02-23T21:44:48,ACC_D261E93D,Igor Müller,SE,903,ACC_32A4B249,Lisa Petrov,GB,card_payment,verified,False,False,1,1,1,7739.91,0,-42,False
TXN_591AB5F10FC2,14405.49,CAD,2025-05-02T08:11:26,ACC_AA366C88,Priya Yamamoto,TZ,304,ACC_BC6C00C2,Yuki Silva,SE,internal_transfer,verified,False,False,0,0,0,0,0,80,False
TXN_5A0E5BAC8D63,12586.19,USD,2025-01-25T22:47:21,ACC_6F4B6BC0,Wei Park,DE,26,ACC_32A4B249,David Fischer,CA,internal_transfer,verified,False,False,0,0,0,0,0,-1,False
TXN_BEC4D76E4177,4800.42,EUR,2025-06-23T00:31:49,ACC_3BC7DF6F,Elena Fischer,HK,2953,ACC_EC74E87A,Aisha Park,DE,card_payment,incomplete,False,False,0,0,0,0,0,-1,False
TXN_1E34BFCDBE56,412678.77,INR,2025-03-22T18:41:18,ACC_21F085D9,Elena Khan,SG,3564,ACC_623461A1,Fatima Dubois,DE,cash_deposit,verified,False,False,0,0,0,0,0,-1,False
TXN_15F0C833DCED,14107.16,USD,2025-06-30T07:05:13,ACC_61175672,Yuki Sharma,US,29,ACC_9190DFFA,Aisha García,US,wire_transfer,pending,False,False,0,0,0,0,0,148,False
TXN_50232F086ED9,3448.05,USD,2025-03-14T22:40:08,ACC_78F4B4AB,Lisa Gupta,NL,1698,ACC_12B9E3A8,Carlos Silva,US,card_payment,verified,False,False,2,2,2,3551.82,0,-102,False
TXN_B488312E5273,10112.82,EUR,2025-05-25T21:33:40,ACC_A792D40E,James Smith,GB,147,ACC_0DE35D66,Chen Sato,DE,card_payment,verified,True,False,1,1,1,1074194.48,0,-36,False
TXN_139EB70D58EC,1124172.57,JPY,2025-06-26T23:48:30,ACC_8D669857,Elena Yamamoto,IT,20,ACC_79D62D39,Anna Khan,ES,internal_transfer,verified,False,False,0,0,0,0,0,32,False
